Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,October 2022 - December 2022,2183.69
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,January 2023 - March 2023,2922.58
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,April 2023 - June 2023,2239.73
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,July 2023 - September 2023,1382.46
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,October 2023 - December 2023,1308.36
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,January 2024 - March 2024,1363.72
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,April 2024 - June 2024,1168.2468612269208
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,July 2024 - September 2024,1077.1376945373167
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,October 2024 - December 2024,1172.134735978112
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,January 2025 - March 2025,1191.7977530903797
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,April 2025 - June 2025,1296.7020391363335
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,July 2025 - September 2025,1233.925060103404
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,October 2025 - December 2025,1264.8022439723575
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,January 2026 - March 2026,1239.3132628239027
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,April 2026 - June 2026,1123.2530914376562
Electricity,Multi-Register,Unit Rate,PPM,N Wales and Mersey,July 2026 - September 2026,1053.894208166988
Electricity,Multi-Register,Unit Rate,PPM,London,October 2022 - December 2022,2124.15
Electricity,Multi-Register,Unit Rate,PPM,London,January 2023 - March 2023,2855.39
Electricity,Multi-Register,Unit Rate,PPM,London,April 2023 - June 2023,2154.33
Electricity,Multi-Register,Unit Rate,PPM,London,July 2023 - September 2023,1303.17
Electricity,Multi-Register,Unit Rate,PPM,London,October 2023 - December 2023,1230.69
Electricity,Multi-Register,Unit Rate,PPM,London,January 2024 - March 2024,1285.79
Electricity,Multi-Register,Unit Rate,PPM,London,April 2024 - June 2024,1086.2941522064652
Electricity,Multi-Register,Unit Rate,PPM,London,July 2024 - September 2024,995.1533310877486
Electricity,Multi-Register,Unit Rate,PPM,London,October 2024 - December 2024,1088.5878669770348
Electricity,Multi-Register,Unit Rate,PPM,London,January 2025 - March 2025,1108.4243616922363
Electricity,Multi-Register,Unit Rate,PPM,London,April 2025 - June 2025,1146.444345861257
Electricity,Multi-Register,Unit Rate,PPM,London,July 2025 - September 2025,1082.19735581189
Electricity,Multi-Register,Unit Rate,PPM,London,October 2025 - December 2025,1112.335734449528
Electricity,Multi-Register,Unit Rate,PPM,London,January 2026 - March 2026,1091.782526190414
Electricity,Multi-Register,Unit Rate,PPM,London,April 2026 - June 2026,990.148102485538
Electricity,Multi-Register,Unit Rate,PPM,London,July 2026 - September 2026,926.0668337692296
Electricity,Multi-Register,Unit Rate,PPM,South East,October 2022 - December 2022,2136.84
Electricity,Multi-Register,Unit Rate,PPM,South East,January 2023 - March 2023,2859.75
Electricity,Multi-Register,Unit Rate,PPM,South East,April 2023 - June 2023,2166.16
Electricity,Multi-Register,Unit Rate,PPM,South East,July 2023 - September 2023,1323.47
Electricity,Multi-Register,Unit Rate,PPM,South East,October 2023 - December 2023,1250.5
Electricity,Multi-Register,Unit Rate,PPM,South East,January 2024 - March 2024,1305.01
Electricity,Multi-Register,Unit Rate,PPM,South East,April 2024 - June 2024,1128.719188801076
Electricity,Multi-Register,Unit Rate,PPM,South East,July 2024 - September 2024,1038.9139078938201
Electricity,Multi-Register,Unit Rate,PPM,South East,October 2024 - December 2024,1133.377716949471
Electricity,Multi-Register,Unit Rate,PPM,South East,January 2025 - March 2025,1152.769777958851
Electricity,Multi-Register,Unit Rate,PPM,South East,April 2025 - June 2025,1195.4626252738076
Electricity,Multi-Register,Unit Rate,PPM,South East,July 2025 - September 2025,1132.1640215138414
Electricity,Multi-Register,Unit Rate,PPM,South East,October 2025 - December 2025,1162.596470167863
Electricity,Multi-Register,Unit Rate,PPM,South East,January 2026 - March 2026,1138.8128232417318
Electricity,Multi-Register,Unit Rate,PPM,South East,April 2026 - June 2026,1037.930396247969
Electricity,Multi-Register,Unit Rate,PPM,South East,July 2026 - September 2026,972.2010160461325
Electricity,Multi-Register,Unit Rate,PPM,Eastern,October 2022 - December 2022,2115.86
Electricity,Multi-Register,Unit Rate,PPM,Eastern,January 2023 - March 2023,2838.32
Electricity,Multi-Register,Unit Rate,PPM,Eastern,April 2023 - June 2023,2148.15
Electricity,Multi-Register,Unit Rate,PPM,Eastern,July 2023 - September 2023,1306.11
Electricity,Multi-Register,Unit Rate,PPM,Eastern,October 2023 - December 2023,1233.18
Electricity,Multi-Register,Unit Rate,PPM,Eastern,January 2024 - March 2024,1287.63
Electricity,Multi-Register,Unit Rate,PPM,Eastern,April 2024 - June 2024,1104.4195588059008
Electricity,Multi-Register,Unit Rate,PPM,Eastern,July 2024 - September 2024,1014.2153453902883
Electricity,Multi-Register,Unit Rate,PPM,Eastern,October 2024 - December 2024,1108.8446706376826
Electricity,Multi-Register,Unit Rate,PPM,Eastern,January 2025 - March 2025,1128.4002014328842
Electricity,Multi-Register,Unit Rate,PPM,Eastern,April 2025 - June 2025,1186.4083064539825
Electricity,Multi-Register,Unit Rate,PPM,Eastern,July 2025 - September 2025,1122.7356651997804
Electricity,Multi-Register,Unit Rate,PPM,Eastern,October 2025 - December 2025,1152.9838682753355
Electricity,Multi-Register,Unit Rate,PPM,Eastern,January 2026 - March 2026,1130.1675235011658
Electricity,Multi-Register,Unit Rate,PPM,Eastern,April 2026 - June 2026,1028.2424523410289
Electricity,Multi-Register,Unit Rate,PPM,Eastern,July 2026 - September 2026,963.5457529532885
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,October 2022 - December 2022,2074.44
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,January 2023 - March 2023,2784.86
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,April 2023 - June 2023,2119.95
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,July 2023 - September 2023,1290.3
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,October 2023 - December 2023,1217.69
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,January 2024 - March 2024,1271.28
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,April 2024 - June 2024,1073.6382272422327
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,July 2024 - September 2024,985.1723906585564
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,October 2024 - December 2024,1078.1385044294238
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,January 2025 - March 2025,1097.1954585011986
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,April 2025 - June 2025,1153.1191567622338
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,July 2025 - September 2025,1089.7033437894986
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,October 2025 - December 2025,1119.355397507571
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,January 2026 - March 2026,1098.2926177060635
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,April 2026 - June 2026,984.0706335866339
Electricity,Multi-Register,Unit Rate,PPM,East Midlands,July 2026 - September 2026,923.9989477898491
Electricity,Multi-Register,Unit Rate,PPM,Midlands,October 2022 - December 2022,2112.97
Electricity,Multi-Register,Unit Rate,PPM,Midlands,January 2023 - March 2023,2837.46
Electricity,Multi-Register,Unit Rate,PPM,Midlands,April 2023 - June 2023,2148.32
Electricity,Multi-Register,Unit Rate,PPM,Midlands,July 2023 - September 2023,1307.33
Electricity,Multi-Register,Unit Rate,PPM,Midlands,October 2023 - December 2023,1234.12
Electricity,Multi-Register,Unit Rate,PPM,Midlands,January 2024 - March 2024,1288.22
Electricity,Multi-Register,Unit Rate,PPM,Midlands,April 2024 - June 2024,1101.4251955670763
Electricity,Multi-Register,Unit Rate,PPM,Midlands,July 2024 - September 2024,1011.8045397952619
Electricity,Multi-Register,Unit Rate,PPM,Midlands,October 2024 - December 2024,1105.7094144827447
Electricity,Multi-Register,Unit Rate,PPM,Midlands,January 2025 - March 2025,1125.028503446377
Electricity,Multi-Register,Unit Rate,PPM,Midlands,April 2025 - June 2025,1171.4183308199727
Electricity,Multi-Register,Unit Rate,PPM,Midlands,July 2025 - September 2025,1108.3339372311953
Electricity,Multi-Register,Unit Rate,PPM,Midlands,October 2025 - December 2025,1138.1276836954326
Electricity,Multi-Register,Unit Rate,PPM,Midlands,January 2026 - March 2026,1116.8396214492802
Electricity,Multi-Register,Unit Rate,PPM,Midlands,April 2026 - June 2026,1014.5677440353913
Electricity,Multi-Register,Unit Rate,PPM,Midlands,July 2026 - September 2026,953.7678802587158
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,October 2022 - December 2022,2125.38
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,January 2023 - March 2023,2838.81
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,April 2023 - June 2023,2156.42
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,July 2023 - September 2023,1328.92
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,October 2023 - December 2023,1256.75
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,January 2024 - March 2024,1309.71
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,April 2024 - June 2024,1128.8282445416592
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,July 2024 - September 2024,1040.735261823393
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,October 2024 - December 2024,1133.8361560728808
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,January 2025 - March 2025,1152.6457706880356
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,April 2025 - June 2025,1213.5450744983775
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,July 2025 - September 2025,1152.034836747181
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,October 2025 - December 2025,1182.0684010606792
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,January 2026 - March 2026,1157.884729267574
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,April 2026 - June 2026,1042.049397723807
Electricity,Multi-Register,Unit Rate,PPM,Southern Western,July 2026 - September 2026,976.690035559807
Electricity,Multi-Register,Unit Rate,PPM,South Wales,October 2022 - December 2022,2120.95
Electricity,Multi-Register,Unit Rate,PPM,South Wales,January 2023 - March 2023,2841.36
Electricity,Multi-Register,Unit Rate,PPM,South Wales,April 2023 - June 2023,2161.25
Electricity,Multi-Register,Unit Rate,PPM,South Wales,July 2023 - September 2023,1325.02
Electricity,Multi-Register,Unit Rate,PPM,South Wales,October 2023 - December 2023,1252.08
Electricity,Multi-Register,Unit Rate,PPM,South Wales,January 2024 - March 2024,1305.79
Electricity,Multi-Register,Unit Rate,PPM,South Wales,April 2024 - June 2024,1122.734595125024
Electricity,Multi-Register,Unit Rate,PPM,South Wales,July 2024 - September 2024,1033.3049693492796
Electricity,Multi-Register,Unit Rate,PPM,South Wales,October 2024 - December 2024,1128.0133710133225
Electricity,Multi-Register,Unit Rate,PPM,South Wales,January 2025 - March 2025,1147.2994613274354
Electricity,Multi-Register,Unit Rate,PPM,South Wales,April 2025 - June 2025,1204.1310687447815
Electricity,Multi-Register,Unit Rate,PPM,South Wales,July 2025 - September 2025,1140.3500747339021
Electricity,Multi-Register,Unit Rate,PPM,South Wales,October 2025 - December 2025,1170.6310610308387
Electricity,Multi-Register,Unit Rate,PPM,South Wales,January 2026 - March 2026,1146.8871533404172
Electricity,Multi-Register,Unit Rate,PPM,South Wales,April 2026 - June 2026,1037.0522248441189
Electricity,Multi-Register,Unit Rate,PPM,South Wales,July 2026 - September 2026,972.1509066233958
Gas,Gas Meter,Unit Rate,PPM,North West,October 2022 - December 2022,1849.44
Gas,Gas Meter,Unit Rate,PPM,North West,January 2023 - March 2023,2135.54
Gas,Gas Meter,Unit Rate,PPM,North West,April 2023 - June 2023,1597.38
Gas,Gas Meter,Unit Rate,PPM,North West,July 2023 - September 2023,972.51
Gas,Gas Meter,Unit Rate,PPM,North West,October 2023 - December 2023,901.37
Gas,Gas Meter,Unit Rate,PPM,North West,January 2024 - March 2024,966.02
Gas,Gas Meter,Unit Rate,PPM,North West,April 2024 - June 2024,762.068437537738
Gas,Gas Meter,Unit Rate,PPM,North West,July 2024 - September 2024,698.2946550575575
Gas,Gas Meter,Unit Rate,PPM,North West,October 2024 - December 2024,784.5539023067581
Gas,Gas Meter,Unit Rate,PPM,North West,January 2025 - March 2025,795.9719408320517
Gas,Gas Meter,Unit Rate,PPM,North West,April 2025 - June 2025,880.5612062729102
Gas,Gas Meter,Unit Rate,PPM,North West,July 2025 - September 2025,794.6253707974993
Gas,Gas Meter,Unit Rate,PPM,North West,October 2025 - December 2025,804.0203500370234
Gas,Gas Meter,Unit Rate,PPM,North West,January 2026 - March 2026,741.7514966613217
Gas,Gas Meter,Unit Rate,PPM,North West,April 2026 - June 2026,694.0945749514563
Gas,Gas Meter,Unit Rate,PPM,North West,July 2026 - September 2026,730.40376387539
Gas,Gas Meter,Unit Rate,PPM,Northern,October 2022 - December 2022,1840.77
Gas,Gas Meter,Unit Rate,PPM,Northern,January 2023 - March 2023,2126.87
Gas,Gas Meter,Unit Rate,PPM,Northern,April 2023 - June 2023,1591.69
Gas,Gas Meter,Unit Rate,PPM,Northern,July 2023 - September 2023,966.82
Gas,Gas Meter,Unit Rate,PPM,Northern,October 2023 - December 2023,895.72
Gas,Gas Meter,Unit Rate,PPM,Northern,January 2024 - March 2024,960.37
Gas,Gas Meter,Unit Rate,PPM,Northern,April 2024 - June 2024,774.3774469865617
Gas,Gas Meter,Unit Rate,PPM,Northern,July 2024 - September 2024,710.6071199376895
Gas,Gas Meter,Unit Rate,PPM,Northern,October 2024 - December 2024,796.9177565345129
Gas,Gas Meter,Unit Rate,PPM,Northern,January 2025 - March 2025,808.3299614618211
Gas,Gas Meter,Unit Rate,PPM,Northern,April 2025 - June 2025,883.1926575145496
Gas,Gas Meter,Unit Rate,PPM,Northern,July 2025 - September 2025,797.2375149017902
Gas,Gas Meter,Unit Rate,PPM,Northern,October 2025 - December 2025,814.2240272275529
Gas,Gas Meter,Unit Rate,PPM,Northern,January 2026 - March 2026,751.5331133505247
Gas,Gas Meter,Unit Rate,PPM,Northern,April 2026 - June 2026,705.5053275206536
Gas,Gas Meter,Unit Rate,PPM,Northern,July 2026 - September 2026,739.8353554345747
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,October 2022 - December 2022,1843.53
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,January 2023 - March 2023,2129.64
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,April 2023 - June 2023,1592.74
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,July 2023 - September 2023,967.87
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,October 2023 - December 2023,896.76
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,January 2024 - March 2024,961.41
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,April 2024 - June 2024,771.9946180476735
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,July 2024 - September 2024,708.2208656062427
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,October 2024 - December 2024,794.5833539754117
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,January 2025 - March 2025,806.0038044115595
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,April 2025 - June 2025,884.2340814307722
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,July 2025 - September 2025,798.2796306682267
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,October 2025 - December 2025,806.9430417588949
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,January 2026 - March 2026,744.5446348348571
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,April 2026 - June 2026,699.7202387397314
Gas,Gas Meter,Unit Rate,PPM,Yorkshire,July 2026 - September 2026,735.0152679552696
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,October 2022 - December 2022,1846.26
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,January 2023 - March 2023,2132.36
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,April 2023 - June 2023,1593.82
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,July 2023 - September 2023,968.95
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,October 2023 - December 2023,897.83
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,January 2024 - March 2024,962.49
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,April 2024 - June 2024,763.4090951144248
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,July 2024 - September 2024,699.7293907956187
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,October 2024 - December 2024,786.0262381209594
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,January 2025 - March 2025,797.4288110159841
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,April 2025 - June 2025,882.0891310816469
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,July 2025 - September 2025,796.1880301735619
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,October 2025 - December 2025,804.1686098286425
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,January 2026 - March 2026,741.9179478720349
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,April 2026 - June 2026,694.4091746230429
Gas,Gas Meter,Unit Rate,PPM,Northern Scotland,July 2026 - September 2026,730.7038438767979
Gas,Gas Meter,Unit Rate,PPM,Southern,October 2022 - December 2022,1864.3
Gas,Gas Meter,Unit Rate,PPM,Southern,January 2023 - March 2023,2150.4
Gas,Gas Meter,Unit Rate,PPM,Southern,April 2023 - June 2023,1609.56
Gas,Gas Meter,Unit Rate,PPM,Southern,July 2023 - September 2023,984.68
Gas,Gas Meter,Unit Rate,PPM,Southern,October 2023 - December 2023,913.48
